species	ANI
Pseudomonas inefficax	97.36
Streptomyces phaeoluteigriseus	97.94
Marinomonas atlantica	99.13
Acidovorax kalamii	97.19
Pseudomonas kermanshahensis	97.20
Asaia lannensis	100.00
Pseudomonas siliginis	96.50
Serratia entomophila	99.55
Siccirubricoccus soli	100.00
Acetobacter lambici	99.94
Acetobacter oryzoeni	100.00
Paenibacillus polysaccharolyticus	97.64
Lysinibacillus endophyticus	98.89
Ohessyouella blattaphilus	100.00
Aequitasia blattaphilus	100.00
Azospirillum lipoferum	100.00
Agromyces terreus	100.00
Bradyrhizobium cajani	99.99
Macrococcus equipercicus	99.16
Loktanella salsilacus	97.92
Flavobacterium bizetiae	99.11
Devosia ureilytica	99.99
Natronomonas gomsonensis	99.99
Stutzerimonas xanthomarina	100.00
Marisediminitalea aggregata	96.45
Vulcanococcus limneticus	99.97
Vibrio aerogenes	100.00
Vibrio mangrovi	100.00
Vibrio palustris	100.00
Vibrio plantisponsor	100.00
Vibrio ruber	100.00
Amphritea atlantica	99.98
Acaryochloris marina	99.21
Streptomyces sudanensis	98.81
Glutamicibacter mishrai	98.22
Vibrio pelagius	98.02
Corynebacterium pseudogenitalium	97.35
Cloacibacillus evryensis	99.16
Neglectibacter timonensis	99.85
Dysosmobacter welbionis	99.22
Massilicoli timonensis	99.04
Megasphaera massiliensis	97.37
Photobacterium toruni	99.59
Mycoplasmopsis caviae	99.86
Mycoplasmopsis citelli	98.37
Flavobacterium panici	96.52
Oceanobacillus jeddahense	98.78
Streptomyces justiciae	98.77
Nocardioides kongjuensis	99.28
Vibrio quintilis	100.00
Cetobacterium somerae	98.13
Corynebacterium cystitidis	97.18
Pseudomonas zeae	97.50
Pseudoalteromonas rhizosphaerae	97.45
Nocardioides daeguensis	99.99
Haploplasma modicum	98.16
Amycolatopsis roodepoortensis	96.73
Thiomicrorhabdus arctica	98.73
Sulfitobacter brevis	97.08
Flavobacterium plurextorum	98.38
Boseongicola aestuarii	99.04
Streptomyces yangpuensis	96.70
Salipaludibacillus agaradhaerens	97.21
Pandoraea commovens	99.55
Bacteroides muris	98.68
Dehalobacterium formicoaceticum	98.98
Achromobacter anxifer	99.08
Myroides albus	99.61
Pseudidiomarina homiensis	97.61
Haloferax larsenii	97.59
Streptococcus zalophi	98.92
Pseudomonas sichuanensis	96.50
Pseudomonas laurylsulfatiphila	96.49
Pseudomonas wadenswilerensis	99.42
Pseudomonas canavaninivorans	98.85
Pectobacterium polonicum	98.90
Nitrososphaera viennensis	100.00
Scandinavium hiltneri	98.24
Scandinavium manionii	99.57
Chromobacterium alkanivorans	98.81
Pseudomonas grimontii	99.60
Microbacterium phyllosphaerae	97.68
Stenotrophomonas chelatiphaga	99.04
Arhodomonas aquaeolei	97.67
Desulfofundulus thermocisternus	96.45
Candidatus Culexarchaeum yellowstonense	98.26
Candidatus Culexmicrobium thermophilum	99.84
Yersinia alsatica	98.71
Leisingera caerulea	97.80
Dietzia cercidiphylli	97.36
Corynebacterium appendicis	97.90
Dermabacter hominis	97.03
Kocuria carniphila	97.77
Helcobacillus massiliensis	98.95
Nesterenkonia massiliensis	98.34
Oceanobacillus kimchii	99.41
Micrococcus terreus	97.22
Sedimentimonas flavescens	97.95
Bosea spartocytisi	99.99
Dactylosporangium matsuzakiense	99.97
Bombilactobacillus mellifer	98.62
Shinella kummerowiae	96.82
Arcobacter lacus	98.22
Pseudomonas promysalinigenes	98.63
Streptomyces vinaceusdrappus	99.13
Streptomyces mirabilis	96.92
Frankia gtarii	99.54
Frankia tisae	99.70
Pseudomonas vlassakiae	96.31
Extibacter muris	99.99
Methanococcus aeolicus	98.65
Winslowiella arboricola	100.00
Anaerotignum faecicola	98.00
Dialister hominis	99.17
Leclercia tamurae	96.98
Microbacterium azadirachtae	98.63
Hominibacterium faecale	99.38
Pseudomonas peradeniyensis	96.67
Xenorhabdus indica	99.30
Pseudomonas aestus	97.72
[Curtobacterium] plantarum	98.76
Enterobacter wuhouensis	98.70
Microbacterium terricola	100.00
Mycolicibacter nonchromogenicus	99.98
Mycobacterium interjectum	99.93
Mycolicibacterium madagascariense	99.98
Mycolicibacterium alvei	99.99
Mycolicibacterium poriferae	99.99
Mycolicibacterium houstonense	99.97
Streptomyces milbemycinicus	99.96
Weissella ceti	99.99
Siccibacter colletis	98.63
Acaricomes phytoseiuli	99.86
Heliophilum fasciatum	100.00
Actinacidiphila oryziradicis	98.84
Dethiobacter alkaliphilus	96.30
Acetobacter estunensis	100.00
Rhodoluna lacicola	97.53
Pseudomonas viciae	99.34
Pseudomonas asplenii	98.42
Verminephrobacter aporrectodeae	98.87
Herbaspirillum lusitanum	98.37
Verminephrobacter eiseniae	98.91
Venatorbacter cucullus	97.60
Allobaculum stercoricanis	99.13
Pseudomonas kielensis	99.50
Pseudomonas saponiphila	98.81
Streptomyces tauricus	99.14
Streptomyces griseolus	98.83
Cupriavidus cauae	98.56
Cupriavidus nantongensis	97.98
Corynebacterium auriscanis	97.62
Duncaniella dubosii	99.53
Micromonospora peucetia	99.47
[Kitasatospora] papulosa	99.36
Streptomyces viridodiastaticus	99.19
Streptomyces prunicolor	97.87
Streptomyces phaeochromogenes	97.62
Streptomyces bobili	97.63
Thermaurantimonas aggregans	99.58
Anoxybacillus mongoliensis	98.29
Caldimonas manganoxidans	99.13
Streptomyces tanashiensis	97.89
Erwinia psidii	99.78
Pseudomonas monsensis	98.85
Hoeflea alexandrii	99.90
Acidianus infernus	99.11
Sulfobacillus thermotolerans	99.19
Streptomyces tirandamycinicus	98.52
Metallosphaera prunae	99.80
Thermoplasma acidophilum	96.87
Myroides injenensis	97.56
Sinomicrobium oceani	99.13
Hoeflea prorocentri	100.00
Klebsiella huaxiensis	99.70
Paenibacillus anseongense	96.26
Vibrio caribbeanicus	97.69
Vibrio barjaei	98.84
Actinomyces israelii	98.86
Aquirufa ecclesiirivi	98.14
Ensifer psoraleae	97.18
Pseudomonas anguilliseptica	96.31
Trichlorobacter lovleyi	97.97
Desulforamulus profundi	98.27
Ruania albidiflava	98.33
Melghirimyces thermohalophilus	99.60
Actinomadura hallensis	99.19
Novibacillus thermophilus	99.56
Leptospirillum ferriphilum	99.69
Desertimonas flava	99.96
Cuniculiplasma divulgatum	98.57
Thiomonas delicata	98.85
Marinobacter profundi	96.79
Candidatus Anaerovoracibacter azotivorans	99.10
Candidatus Marinacidobacterium portitor	98.28
Candidatus Versatilivorator vitaminiformans	99.43
Candidatus Multivorans thiocomprendens	99.42
Agrobacterium leguminum	97.09
Desulfovibrio subterraneus	98.47
Dickeya lacustris	99.99
Mesoflavibacter profundi	98.90
Mycoplasmopsis edwardii	98.03
Oliverpabstia intestinalis	97.45
Dorea amylophila	97.80
Streptococcus koreensis	96.54
Blautia intestinalis	98.80
Coprococcus aceti	97.66
Lacticaseibacillus suilingensis	99.67
Paenibacillus timonensis	99.70
Parabacteroides bouchesdurhonensis	97.96
Acidaminococcus massiliensis	98.72
Baileyella intestinalis	96.83
Mediterraneibacter massiliensis	98.46
Anaerostipes hominis	99.67
Eubacterium hominis	99.82
Desulfovibrio legallii	99.59
Terrisporobacter petrolearius	96.50
Microbacterium algeriense	98.95
Vagococcus bubulae	99.65
Eisenbergiella porci	97.84
Bacteroides bouchesdurhonensis	99.15
Butyricimonas synergistica	98.94
Pseudoruminococcus massiliensis	98.31
Fusobacterium hominis	99.70
Paeniclostridium hominis	98.29
Massilioclostridium coli	99.12
Niameybacter massiliensis	98.50
Kosakonia oryzendophytica	99.75
Cellulophaga omnivescoria	99.38
Raoultella electrica	99.24
Flavobacterium collinsii	98.27
Polynucleobacter yangtzensis	96.53
Brachybacterium conglomeratum	100.00
Geobacter hydrogenophilus	100.00
Glycomyces algeriensis	99.98
Thermodesulfovibrio islandicus	97.06
Nitratiruptor tergarcus	99.99
Acidovorax valerianellae	99.79
Maribacter arcticus	97.85
Hydrogenimonas thermophila	100.00
Rubripirellula amarantea	98.86
Caballeronia mineralivorans	96.41
Aquibacillus koreensis	100.00
Candidatus Nitrosopumilus limneticus	99.90
Thermococcus kodakarensis	100.00
Marinomonas mediterranea	99.47
Paraburkholderia bryophila	98.41
Agathobacter ruminis	99.98
Paracoccus alcaliphilus	99.11
Paracoccus seriniphilus	100.00
Paracoccus aestuarii	99.99
Rickettsia asembonensis	99.61
Halomonas aquamarina	97.16
Corynebacterium massiliense	99.28
Corynebacterium ihumii	99.99
Corynebacterium jeddahense	100.00
Romboutsia lituseburensis	99.99
Halobacterium hubeiense	99.64
Paracoccus aminovorans	100.00
Planktothrix tepida	99.98
Terrisporobacter othiniensis	99.65
Thermococcus chitonophagus	100.00
Kocuria varians	99.61
Pseudoclavibacter helvolus	98.58
Paucilactobacillus oligofermentans	99.98
Thermococcus litoralis	96.71
Trichococcus palustris	100.00
Trichococcus collinsii	100.00
Trichococcus ilyis	100.00
Trichococcus pasteurii	100.00
Shewanella woodyi	98.00
Marinomonas spartinae	99.06
Marinomonas gallaica	96.91
Donghicola eburneus	99.48
Staphylococcus caeli	99.98
Proteiniclasticum ruminis	100.00
Actinokineospora alba	100.00
Pseudomonas delhiensis	99.99
Eubacterium ruminantium	99.37
Paraburkholderia steynii	96.76
Yangia pacifica	100.00
Facklamia miroungae	100.00
Pseudomonas libanensis	100.00
Belnapia rosea	98.64
Halorientalis regularis	99.99
Salinimicrobium catena	100.00
Muricauda zhangzhouensis	100.00
Lutimaribacter pacificus	100.00
Streptococcus henryi	98.32
Pseudomonas jessenii	100.00
Gramella echinicola	97.73
Winogradskyella sediminis	98.82
Thalassospira permensis	97.73
Pseudomonas migulae	100.00
Aequorivita viscosa	99.99
Nitrosospira multiformis	99.53
Lachnospira multipara	97.92
Saccharopolyspora kobensis	99.99
Rhizobium tibeticum	99.99
Azotobacter beijerinckii	97.64
Sharpea azabuensis	98.51
Frateuria terrea	100.00
Carnobacterium iners	99.99
Methanobrevibacter gottschalkii	99.24
Pseudobutyrivibrio ruminis	96.88
Roseovarius nanhaiticus	99.03
Lentzea flaviverrucosa	100.00
Methanococcoides vulcani	100.00
Muricauda antarctica	100.00
Actinopolymorpha cephalotaxi	99.99
Palleronia marisminoris	100.00
Corynebacterium spheniscorum	99.99
Nitrosomonas aestuarii	97.63
Saccharopolyspora antimicrobica	100.00
Nitratireductor indicus	99.99
Sedimentitalea nanhaiensis	100.00
Chryseobacterium vrystaatense	98.99
Clostridium fallax	100.00
Fibrobacter intestinalis	97.93
Carnobacterium alterfunditum	100.00
Xenorhabdus innexi	99.99
Phaeovulum vinaykumarii	99.99
Halomonas utahensis	100.00
Luteococcus japonicus	98.80
Halobacillus salinus	98.25
Agreia bicolorata	98.26
Paraliobacillus ryukyuensis	98.47
Roseovarius aestuarii	100.00
Pacificibacter marinus	99.98
Sterolibacterium denitrificans	99.98
Mycoplasmopsis agassizii	99.99
Planomicrobium okeanokoites	97.69
Pelagimonas phthalicica	100.00
Pelagimonas varians	100.00
Lacrimispora celerecrescens	99.62
Listeria goaensis	99.54
Paenibacillus tyrfis	98.14
Helicobacter salomonis	98.80
Helicobacter cholecystus	99.98
Helicobacter pametensis	100.00
Helicobacter aurati	99.99
Helicobacter marmotae	99.98
Ornithinimicrobium cerasi	96.76
Chromohalobacter canadensis	96.28
Caballeronia arationis	99.77
Mycobacterium simulans	97.97
Frankia canadensis	100.00
Acetatifactor muris	99.38
Cupriavidus neocaledonicus	99.99
Pseudovibrio ascidiaceicola	96.76
Trichococcus shcherbakoviae	96.62
Mycolicibacterium parafortuitum	99.99
Actinobacillus lignieresii	98.34
Actinobacillus ureae	99.54
Alloiococcus otitis	98.43
Anaerobiospirillum thomasii	99.25
Brevibacterium iodinum	100.00
Chryseobacterium jejuense	100.00
Aequorivita lipolytica	99.99
Aequorivita antarctica	99.94
Falsiruegeria mediterranea	99.87
Mycobacterium attenuatum	99.65
Rhodoplanes piscinae	97.38
Prevotella brunnea	99.49
Lactiplantibacillus mudanjiangensis	99.41
Algoriella xinjiangensis	99.79
Oenococcus sicerae	98.60
Candidatus Frankia californiensis	97.06
Legionella busanensis	100.00
Legionella beliardensis	100.00
Actinomadura formosensis	100.00
Tessaracoccus lapidicaptus	99.50
Mesomycoplasma conjunctivae	99.98
Chryseobacterium taihuense	97.80
Urinicoccus massiliensis	97.65
Desulfosarcina cetonica	99.93
Klebsiella spallanzanii	98.80
Chitinophaga vietnamensis	99.99
Yersinia vastinensis	99.76
Yersinia proxima	99.34
Yersinia canariae	99.09
Yersinia artesiana	99.99
Vagococcus teuberi	98.80
Dysgonomonas gadei	100.00
Bacteroides fluxus	99.68
Paenibacillus senegalensis	100.00
Oceanobacillus massiliensis	100.00
Peptoniphilus obesi	100.00
Kurthia massiliensis	100.00
Slackia piriformis	97.45
Robertmurraya massiliosenegalensis	100.00
Brevibacterium senegalense	100.00
Bacillus timonensis	100.00
Cellulomonas massiliensis	100.00
Noviherbaspirillum massiliense	100.00
Peptoniphilus senegalensis	98.53
Phytobacter massiliensis	100.00
Paenibacillus antibioticophila	99.99
Nosocomiicoccus massiliensis	100.00
Helicobacter macacae	100.00
[Clostridium] dakarense	100.00
Bacteroides neonati	100.00
Clostridium polynesiense	100.00
Actinomyces polynesiensis	100.00
Nigerium massiliense	100.00
Beduini massiliensis	100.00
Mobilicoccus massiliensis	100.00
Risungbinella massiliensis	100.00
Pseudomonas massiliensis	100.00
Clostridium phoceensis	99.30
Dakarella massiliensis	99.98
Bacillus testis	100.00
Rubeoparvulum massiliense	100.00
Enterococcus massiliensis	100.00
Gorillibacterium timonense	100.00
Paenibacillus ihumii	100.00
Massilibacterium senegalense	100.00
Flaviflexus massiliensis	100.00
Paenibacillus ihuae	100.00
Numidum massiliense	100.00
Paenibacillus rubinfantis	100.00
Gracilibacillus massiliensis	100.00
Paenibacillus senegalimassiliensis	100.00
Cellulomonas timonensis	100.00
Xanthomonas massiliensis	100.00
Paenibacillus phocaensis	100.00
Pseudenterobacter timonensis	100.00
Murdochiella massiliensis	100.00
Peptoniphilus phoceensis	100.00
Olegusella massiliensis	98.71
Paenibacillus tuaregi	100.00
Corynebacterium bouchesdurhonense	100.00
Christensenella timonensis	100.00
Gracilibacillus timonensis	100.00
Culturomica massiliensis	99.67
Streptococcus timonensis	100.00
Colibacter massiliensis	99.18
Fusobacterium massiliense	100.00
Clostridium mediterraneense	100.00
Halorubrum lipolyticum	100.00
Thomasclavelia saccharogumia	100.00
Clostridium ihumii	100.00
Planococcus massiliensis	100.00
Murdochiella vaginalis	100.00
Haloferax massiliensis	100.00
Methanomassiliicoccus luminyensis	100.00
Bacteroides cutis	99.58
Brevibacillus massiliensis	100.00
Kurthia senegalensis	100.00
Peptoniphilus grossensis	100.00
Pelistega indica	100.00
Leminorella richardii	100.00
Clostridium massiliodielmoense	100.00
Provencibacterium massiliense	100.00
Bacillus massilionigeriensis	100.00
Lachnoclostridium edouardi	100.00
Phoenicibacter congonensis	98.41
Clostridium merdae	100.00
Blautia marasmi	98.75
Enteroscipio rubneri	99.63
Pandoraea cepalis	96.28
Pandoraea iniqua	97.78
Pandoraea communis	97.80
Desulfoluna spongiiphila	98.75
Sphingomonas aurantiaca	96.80
Burkholderia paludis	99.40
Exiguobacterium oxidotolerans	97.81
Maribacter litoralis	97.51
Acididesulfobacillus acetoxydans	100.00
Lachnobacterium bovis	99.09
Chlamydiifrater volucris	99.62
Brucella microti	99.99
Salirhabdus euzebyi	100.00
Methanocella conradii	96.24
Bartonella koehlerae	100.00
Streptococcus periodonticum	96.39
Paraburkholderia phenazinium	99.93
Raoultibacter massiliensis	99.13
Achromobacter animicus	98.26
Achromobacter deleyi	99.55
Methylomonas albis	100.00
Piscibacillus halophilus	99.55
Xanthomonas euroxanthea	98.53
Pseudomonas paraversuta	99.38
Psychrobacter aquaticus	100.00
Psychrobacter frigidicola	100.00
Psychrobacter cibarius	99.99
Psychrobacter arcticus	100.00
Psychrobacter immobilis	98.04
Psychrobacter lutiphocae	99.97
Psychrobacter luti	100.00
Gulosibacter hominis	97.71
Xanthomonas hydrangeae	99.43
Blautia argi	99.70
Bifidobacterium italicum	98.37
Paraburkholderia domus	99.55
Paraburkholderia nemoris	98.92
Latilactobacillus fragifolii	100.00
Lachnoanaerobaculum orale	96.12
Leptotrichia massiliensis	96.44
Selenomonas massiliensis	97.71
Actinomyces dentalis	98.22
Lancefieldella parvula	96.47
Selenomonas felix	97.78
Lautropia dentalis	98.18
Fretibacterium fastidiosum	98.00
Centipeda periodontii	98.23
Filifactor alocis	98.00
Cryptobacterium curtum	98.00
Bulleidia extructa	99.03
Actinomyces gerencseriae	98.50
Phocaeicola abscessus	99.53
Prevotella koreensis	98.09
Desulfobulbus oralis	98.43
Paraburkholderia saeva	99.59
Paraburkholderia gardini	99.49
Helicobacter rodentium	98.48
Helicobacter japonicus	99.68
Romboutsia ilealis	98.70
Kosmotoga pacifica	100.00
Ileibacterium valens	99.54
Aequorivita aquimaris	96.83
Thioclava electrotropha	96.08
Psychroflexus salarius	97.04
Rhodosalinus sediminis	97.99
Phaeodactylibacter xiamenensis	96.23
Pseudohongiella acticola	98.88
Colwellia polaris	99.45
Paraburkholderia sabiae	98.60
Celerinatantimonas diazotrophica	100.00
Snodgrassella gandavensis	98.64
Rothia mucilaginosa	96.01
Duodenibacillus massiliensis	99.06
Streptomyces atroolivaceus	98.32
Limosilactobacillus urinaemulieris	97.72
Streptococcus thoraltensis	98.71
Convivina intestini	98.88
Monoglobus pectinilyticus	99.56
Lysobacter tolerans	98.81
Pseudophaeobacter arcticus	98.78
Thalassobaculum salexigens	99.10
Thermanaerovibrio acidaminovorans	99.29
Sinimarinibacterium flocculans	98.79
Micropruina glycogenica	98.82
Microlunatus phosphovorus	98.41
Hydrogenophaga palleronii	97.21
Flavobacterium filum	98.51
Sphingobacterium alimentarium	98.85
Idiomarina aquatica	98.29
Aurantimicrobium minutum	97.10
Agathobaculum desmolans	99.27
Bifidobacterium aquikefiri	98.81
Brevundimonas aveniformis	97.82
Traorella massiliensis	98.59
Hallella colorans	98.56
Paracoccus hibiscisoli	96.31
Selenomonas flueggei	97.83
Aquimarina aggregata	98.87
Pseudonocardia thermophila	99.84
Azonexus hydrophilus	98.18
Thermobifida cellulosilytica	99.58
Flavobacterium croceum	98.54
Maribacter aquivivus	97.55
Peptococcus niger	97.05
Acidaminococcus timonensis	97.55
Marinospirillum minutulum	96.92
Treponema maltophilum	96.73
Leptotrichia buccalis	97.00
Collinsella provencensis	96.98
Actinomyces oricola	99.00
Johnsonella ignava	99.08
Schaalia odontolytica	97.76
Corynebacterium resistens	97.40
Corynebacterium glyciniphilum	98.79
Fastidiosipila sanguinis	98.53
Paracoccus sphaerophysae	97.76
Phocaeicola salanitronis	98.27
Alistipes megaguti	98.76
Bacteroides ndongoniae	98.02
Bacteroides mediterraneensis	99.02
Prevotella lascolaii	98.32
Thermophilibacter mediterraneus	98.54
Millionella massiliensis	97.28
Anaerostipes butyraticus	99.41
Faecalibacterium gallinarum	98.43
Intestinimonas timonensis	96.39
Victivallis lenta	99.46
Sandarakinorhabdus limnophila	96.90
Ancrocorticia populi	99.02
Chitinibacter tainanensis	96.53
Pedobacter soli	96.97
Succinimonas amylolytica	99.12
Facklamia languida	97.29
Corynebacterium ureicelerivorans	97.01
Peptoniphilus duerdenii	97.13
Peptoniphilus rhinitidis	99.36
Brevibacterium ihuae	98.49
Levyella massiliensis	98.08
Jeotgalicoccus marinus	99.36
Mannheimia massilioguelmaensis	97.39
Pseudomonas indoloxydans	96.15
Salinicoccus qingdaonensis	97.96
Haematomicrobium sanguinis	96.24
Peptostreptococcus russellii	99.38
Methanobrevibacter thaueri	96.72
Desulforamulus ruminis	99.53
Methanothermococcus thermolithotrophicus	100.00
Novimethylophilus kurashikiensis	98.51
Leeia oryzae	98.43
Pedobacter kyonggii	98.12
Flavobacterium endophyticum	97.29
Peptoniphilus vaginalis	97.50
Sneathia sanguinegens	98.55
Exiguobacterium sibiricum	97.07
Prevotella ihumii	99.14
Capnocytophaga leadbetteri	96.51
Imtechella halotolerans	99.99
Helcococcus sueciensis	98.82
Hallella bergensis	97.73
Olsenella urininfantis	99.95
Methanomicrobium mobile	98.33
Polaribacter atrinae	99.09
Pseudoclavibacter terrae	98.80
Olleya namhaensis	97.97
Propioniciclava sinopodophylli	98.04
Saccharicrinis aurantiacus	96.62
Aequorivita sinensis	98.57
Neomicrococcus lactis	97.33
Thalassorhabdomicrobium marinisediminis	96.23
Aliiroseovarius marinus	96.41
Planococcus maritimus	98.34
Ruegeria faecimaris	98.54
Pontixanthobacter luteolus	98.42
